Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
19,17896.2,1597.35,4,5,16,1,11,15,8.74,2.0,Standard,1263.91,36.59212974627394,192,Yes,10.578359076265064,107.68964309621828,Low_spent_Small_value_payments,331.46699782751665
19,17896.2,1597.35,4,5,16,1,11,15,8.74,2.0,Standard,1263.91,33.53397857847774,193,Yes,10.578359076265064,164.32224851027047,Low_spent_Small_value_payments,274.83439241346446
37,134569.34999999998,10979.112499999996,0,4,8,2,13,7,12.39,9.0,Good,384.01,38.49851589938113,189,No,199.8822525461953,634.9702699446158,High_spent_Small_value_payments,523.0587275091889
39,17373.39,1550.7825,5,7,20,5,15,17,8.57,10.0,Standard,2537.45,39.8698425114917,177,Yes,54.03211205959445,130.21730554436434,Low_spent_Medium_value_payments,250.8288323960413
40,17373.39,1550.7825,5,7,20,5,15,14,15.57,10.0,Standard,2537.45,39.8543604019594,179,Yes,54.03211205959445,51.01128665929015,High_spent_Small_value_payments,310.0348512811154
39,127206.66,10631.555,1,7,10,1,3,0,3.44,5.0,Good,61.05,42.267277331317466,164,No,57.74193101938323,127.85021170912935,High_spent_Large_value_payments,1117.5633572714876
19,146724.36,12276.03,1,4,3,1,3,3,3.39,9.0,Good,1319.64,39.06749949769027,286,No,94.21315119514816,372.95997333607386,High_spent_Medium_value_payments,1010.429875468778
19,146724.36,12276.03,1,4,3,1,7,1,2.61,9.0,Good,1319.64,44.1126310082413,289,No,94.21315119514816,236.13349967476196,High_spent_Large_value_payments,1137.2563491300898
41,21120.835,1790.0695833333332,3,5,2,3,15,2,11.73,1.0,Good,655.39,25.494853283760047,249,No,35.01873174611252,62.06446537368586,Low_spent_Small_value_payments,371.9237612135349
21,17738.32,1715.1933333333334,10,5,24,4,43,24,6.63,9.0,Bad,2496.93,23.270485535727264,145,Yes,48.054054075381295,154.33994442216732,Low_spent_Small_value_payments,259.12533483578466
26,15905.25,1075.4375,5,4,34,7,22,20,17.51,13.0,Standard,2223.59,27.70097036515437,199,Yes,49.58611442407332,24.68494093457484,High_spent_Medium_value_payments,283.2726946413518
22,17805.21,1600.7675,3,3,8,5,15,14,17.62,5.0,Standard,1879.94,38.43570564337416,175,Yes,57.75393198909767,106.98356239989496,Low_spent_Medium_value_payments,275.33925561100745
46,13139.855,1015.9879166666668,5,5,15,1,8,8,8.54,8.0,Standard,361.58,40.83922338336082,241,No,7.183338098170633,93.72168523447328,Low_spent_Small_value_payments,290.6937683340228
27,22419.74,1760.311666666667,4,7,9,5,19,14,11.47,11.0,Standard,346.91,35.97644465946996,148,Yes,69.4940480169649,99.96165831758258,Low_spent_Large_value_payments,276.57546033211923
27,22419.74,1760.311666666667,4,7,9,5,19,14,11.47,11.0,Standard,346.91,37.79543297022735,149,Yes,69.4940480169649,85.4578397785411,Low_spent_Medium_value_payments,301.0792788711607
36,39843.14,3401.2616666666668,6,3,10,3,20,7,1.59,2.0,Standard,461.36,36.8546500708997,181,No,83.78711315855989,240.96636652320348,Low_spent_Medium_value_payments,295.3726869849033
36,39843.14,3401.2616666666668,6,3,10,3,21,9,1.59,2.0,Standard,461.36,26.61425981919436,182,No,83.78711315855989,190.51738795780517,Low_spent_Large_value_payments,335.82166555030165
29,37182.62,3200.5516666666667,7,6,19,6,20,19,25.0,12.0,Bad,2671.92,35.69723690730196,160,Yes,132.30584949564553,110.678239517419,Low_spent_Small_value_payments,367.07107765360223
45,28828.86,2631.405,7,7,19,8,23,23,12.11,11.0,Bad,2982.96,31.93085060353503,67,Yes,144.03868906888604,177.96909695029282,High_spent_Small_value_payments,201.1327139808212
45,28828.86,2631.405,7,7,19,8,23,27,19.11,16.0,Bad,2982.96,39.81227900186718,68,Yes,144.03868906888604,258.252772748192,Low_spent_Small_value_payments,150.849038182922
32,34217.66,2794.471666666667,4,3,11,1,10,9,0.3899999999999997,4.0,Good,459.1,27.42768948317731,250,No,15.081411038813451,58.08803327225159,High_spent_Medium_value_payments,456.27772235560167
19,82684.62,6603.384999999998,4,5,6,1,4,6,5.8,6.0,Good,944.15,24.91405270785213,269,No,45.9496309984116,71.26449655647303,High_spent_Medium_value_payments,793.1243724451152
19,82684.62,6603.384999999998,4,5,6,1,9,6,5.8,6.0,Good,944.15,28.59287093652013,270,No,45.9496309984116,445.07402673104446,High_spent_Small_value_payments,429.3148422705438
50,35774.38,2777.1983333333333,1,6,10,3,2,3,9.53,1.0,Good,489.73,30.891429530600764,271,No,52.33145894300597,172.39922540167018,Low_spent_Medium_value_payments,332.9891489886571
51,35774.38,2777.1983333333333,1,6,10,3,2,3,9.53,1.0,Good,489.73,37.08798868626652,273,No,52.33145894300597,59.38245685874691,High_spent_Large_value_payments,406.0059175315805
17,16886.79,1137.2325,8,6,32,9,21,22,2.75,9.0,Bad,2039.51,32.574730115466075,201,Yes,68.84958845829442,121.64004759020928,Low_spent_Small_value_payments,213.23361395149632
27,62313.54,5120.795,6,2,18,4,27,8,12.82,9.0,Standard,817.64,36.50456574475472,108,Yes,196.6796423998655,129.6576164238998,High_spent_Large_value_payments,425.7422411762348
27,62313.54,5120.795,6,2,18,4,27,8,12.82,9.0,Standard,817.64,27.149375977915483,109,Yes,196.6796423998655,173.40571779063063,High_spent_Medium_value_payments,391.9941398095039
30,147378.96,12131.58,1,4,11,2,0,10,8.12,1.0,Good,1180.37,34.05477883660812,170,No,129.99254988725193,107.78451811314864,High_spent_Large_value_payments,1215.3809319995994
52,89607.24,7256.27,0,5,12,2,13,4,3.54,7.0,Good,715.19,38.96230048288586,305,No,147.8470094912456,294.65987474527884,Low_spent_Large_value_payments,553.1201157634757
39,115645.65,9434.1375,5,8,10,1,10,4,17.25,5.0,Good,66.47,29.593299876584176,237,No,70.95805519559642,172.64168715172363,High_spent_Large_value_payments,939.81400765268
28,68561.31,5594.4425,6,5,12,2,30,15,8.72,8.0,Standard,93.67,25.680558019243986,307,Yes,58.021273670209816,118.07836070681856,High_spent_Large_value_payments,623.3446156229717
31,16162.13,1208.8441666666663,8,5,22,6,15,15,20.07,16.0,Bad,4449.15,33.744998196026486,143,Yes,77.05169811477847,64.78668823407557,High_spent_Small_value_payments,239.04603031781255
24,12833.68,1300.4733333333334,3,4,6,4,29,23,9.1,2.0,Good,100.3,30.66894831017158,183,No,35.749769225744146,86.69335661086184,High_spent_Small_value_payments,267.60420749672727
24,12833.68,1300.4733333333334,3,4,6,4,30,22,9.1,2.0,Good,100.3,27.89474925784501,185,No,35.749769225744146,75.97780039411106,Low_spent_Medium_value_payments,298.3197637134781
24,12833.68,1300.4733333333334,3,4,6,4,29,17,9.1,6.0,Good,100.3,22.84735293241178,186,No,35.749769225744146,116.39856980065224,Low_spent_Medium_value_payments,257.8989943069369
26,14117.27,1400.4391666666668,5,7,5,3,14,16,18.08,10.0,Standard,672.27,27.288574832579087,137,Yes,32.494602596380986,87.45635920346079,Low_spent_Medium_value_payments,300.09295486682487
26,14117.27,1400.4391666666668,5,7,5,3,14,16,18.08,10.0,Standard,672.27,36.66075072469286,138,Yes,32.494602596380986,47.06398395624239,High_spent_Medium_value_payments,310.48533011404334
27,58508.76,4722.730000000001,6,5,17,4,30,13,18.72,7.0,Standard,1048.25,33.40727640869303,151,Yes,164.1990219368715,100.98503201512834,High_spent_Small_value_payments,467.08894604800025
39,65050.32,5626.86,8,5,15,6,36,13,13.19,8.0,Standard,1566.55,37.54585974243995,107,Yes,173.0415281068971,392.1594586475944,Low_spent_Large_value_payments,267.4850132455085
40,65050.32,5626.86,8,5,15,6,36,13,7.19,8.0,Standard,1566.55,36.59905444593443,109,Yes,173.0415281068971,128.4783610481422,High_spent_Medium_value_payments,511.1661108449607
40,15605.73,1505.4775,10,7,30,6,39,22,10.66,11.0,Bad,1937.91,32.11472667088823,138,Yes,59.17488901917528,77.46899309939839,Low_spent_Small_value_payments,303.9038678814263
45,31672.76,2854.396666666666,5,4,10,2,20,19,9.12,9.0,Standard,1151.35,33.56317970044263,177,Yes,33.477996313088234,204.88066620733665,Low_spent_Small_value_payments,337.0810041462418
45,31672.76,2854.396666666666,5,4,10,2,17,17,9.12,9.0,Standard,1151.35,27.986187179267844,179,Yes,33.477996313088234,148.1338888091366,Low_spent_Small_value_payments,393.82778154444185
24,88905.0,7199.75,6,7,11,2,11,12,0.58,3.0,Standard,971.83,22.61648298955197,318,Yes,132.55257826446078,585.1067621574115,Low_spent_Medium_value_payments,282.31565957812785
37,14620.51,1176.3758333333333,9,7,29,7,26,13,9.4,12.0,Standard,2482.1,34.13474354736594,145,Yes,82.51268340525161,140.51351636272628,Low_spent_Small_value_payments,184.61138356535545
37,14620.51,1176.3758333333333,9,7,29,7,29,13,9.4,13.0,Standard,2482.1,29.928632713869806,146,Yes,82.51268340525161,52.57947691480775,Low_spent_Medium_value_payments,262.545423013274
39,32273.01,2800.4175,1,4,2,3,6,5,3.06,3.0,Good,1362.01,25.090517435673103,160,No,65.04265706310916,49.88838465999186,High_spent_Large_value_payments,405.1107082768991
31,19995.55,1644.237907536177,6,6,29,5,20,19,19.26,15.0,Standard,1358.9,38.95357095832433,65,Yes,114.4479018630878,121.73675105874648,Low_spent_Medium_value_payments,264.4028562086553
31,19995.55,1644.237907536177,6,6,29,5,22,18,21.26,15.0,Standard,1358.9,26.247981403452364,67,Yes,114.4479018630878,204.79672370200743,Low_spent_Small_value_payments,191.3428835653944
35,15093.63,1479.8025,10,10,26,7,48,21,17.41,12.0,Bad,2684.55,28.538665896703787,106,Yes,54.67387656069775,156.83791709611495,Low_spent_Small_value_payments,226.46845634318728
35,15093.63,1479.8025,10,10,26,7,48,20,17.41,16.0,Bad,2684.55,35.760103573755714,108,Yes,54.67387656069775,126.08546309579188,Low_spent_Medium_value_payments,247.2209103435104
35,15093.63,1479.8025,10,10,26,7,48,21,17.41,16.0,Bad,2684.55,24.22413820477573,109,Yes,54.67387656069775,154.11771813893083,Low_spent_Small_value_payments,229.18865530037144
37,36898.49,2827.874166666666,6,3,20,4,30,11,4.27,6.0,Standard,328.45,33.36333414787848,320,No,109.91014423374708,124.50463219829425,Low_spent_Small_value_payments,338.3726402346253
37,36898.49,2827.874166666666,6,3,20,4,30,11,12.27,6.0,Standard,328.45,25.31165216014921,321,No,109.91014423374708,24.326531792972304,High_spent_Large_value_payments,388.55074063994726
45,36637.1,3069.0916666666667,7,6,15,2,20,17,11.39,5.0,Standard,68.98,38.39527757316623,281,No,50.96763021392703,119.10197385117132,High_spent_Medium_value_payments,386.8395626015683
45,36637.1,3069.0916666666667,7,6,15,2,18,21,11.39,5.0,Standard,68.98,27.50381368341053,282,No,50.96763021392703,129.57698851494365,High_spent_Small_value_payments,386.364547937796
21,19491.84,1858.32,6,4,17,1,24,17,4.63,7.0,Standard,1158.75,33.355884499719025,336,Yes,12.53361318466754,83.62968361726308,Low_spent_Large_value_payments,359.6687031980693
21,19491.84,1858.32,6,4,17,1,24,16,7.63,8.0,Standard,1158.75,32.80549264838534,337,Yes,12.53361318466754,153.00105168114348,Low_spent_Large_value_payments,290.297335134189
21,19491.84,1858.32,6,4,17,1,21,14,7.63,8.0,Standard,1158.75,23.0632048074443,338,Yes,12.53361318466754,157.2288221874224,Low_spent_Medium_value_payments,296.0695646279101
15,11253.46,808.7883333333333,3,6,6,4,24,11,16.52,6.0,Standard,1381.81,40.30767961491511,167,Yes,32.591081540714804,42.338235815314455,Low_spent_Medium_value_payments,285.9495159773041
17,9822.095,785.5079166666666,10,8,19,5,33,15,26.11,8.0,Bad,2813.68,29.460041384696225,39,Yes,22.50769752852936,43.8013853298135,Low_spent_Small_value_payments,302.24170880832384
17,9822.095,785.5079166666666,10,8,19,5,34,15,19.11,8.0,Bad,2813.68,25.05343225877086,40,Yes,22.50769752852936,40.445564651712864,High_spent_Small_value_payments,275.59752948642443
34,17738.305,1419.1920833333334,7,4,13,1,18,11,12.9,11.0,Standard,661.03,26.35523604399684,220,Yes,11.73773832906844,90.14611107436365,Low_spent_Small_value_payments,330.03535892990124
31,68130.20999999999,5903.517499999999,7,5,19,2,24,19,14.0,5.0,Standard,1069.66,38.47837849269,177,Yes,58.2531215874777,470.4482351068574,Low_spent_Small_value_payments,351.6503933056648
31,68130.20999999999,5903.517499999999,7,5,19,2,24,15,21.0,5.0,Standard,1069.66,29.939327794114263,178,Yes,58.2531215874777,128.195763200883,High_spent_Small_value_payments,663.9028652116392
43,57030.99000000001,4986.5825,7,3,15,2,18,17,9.88,9.0,Standard,2522.86,30.390078830712262,177,Yes,69.8582895582342,260.7182582981714,Low_spent_Medium_value_payments,448.0817021435944
44,57030.99000000001,4986.5825,7,3,15,2,14,17,13.88,9.0,Standard,2522.86,36.15897767320415,178,Yes,69.8582895582342,62.83802375734757,High_spent_Medium_value_payments,615.9619366844182
44,57030.99000000001,4986.5825,7,3,15,2,14,17,9.88,9.0,Standard,2522.86,39.23980565853488,179,Yes,69.8582895582342,196.25335987449336,Low_spent_Large_value_payments,502.5466005672725
32,78937.47,6308.1225,6,3,8,2,29,15,1.63,5.0,Good,270.49,29.99980228978287,252,No,126.56646397990691,77.68623841784647,High_spent_Large_value_payments,666.5595476022468
24,82135.84,6699.653333333333,10,10,29,6,50,23,21.89,11.0,Bad,4606.81,36.99955298758355,47,Yes,214.8366986098016,126.18451813611767,High_spent_Large_value_payments,568.9441165874141
25,82135.84,6699.653333333333,10,10,29,6,50,23,21.89,11.0,Bad,4606.81,36.45286077497751,49,Yes,214.8366986098016,493.780123218088,Low_spent_Large_value_payments,231.3485115054438
52,29368.56,2483.38,5,4,3,2,23,14,2.92,4.0,Good,169.07,38.20863202280447,176,No,39.97962277245829,211.09389848539547,Low_spent_Large_value_payments,267.26447874214625
52,29368.56,2483.38,5,4,3,2,18,13,6.92,4.0,Good,169.07,25.64378513472117,178,No,39.97962277245829,212.94158093648213,Low_spent_Medium_value_payments,275.4167962910596
31,130393.96,10618.163333333334,4,6,9,1,11,16,7.39,1.0,Standard,719.76,40.10181733171326,185,No,72.34575052663001,91.54430490975956,High_spent_Large_value_payments,1137.9262778969437
43,15302.74,1408.2283333333332,10,10,24,5,31,18,22.23,8.0,Bad,4620.45,31.02153875486988,134,Yes,62.48154696519297,128.71118523846832,Low_spent_Small_value_payments,239.63010112967208
44,15302.74,1408.2283333333332,10,10,24,5,32,19,22.23,8.0,Bad,4620.45,26.662948151707603,135,Yes,62.48154696519297,93.932122883263,Low_spent_Small_value_payments,274.4091634848773
44,10381.565,1024.1304166666666,8,3,7,4,9,12,10.53,5.0,Standard,728.73,33.99333909939981,256,No,22.41371975095517,53.03615461341538,Low_spent_Large_value_payments,296.96316730229614
41,131199.12,11146.26,1,7,11,1,13,9,1.02,2.0,Good,1006.45,34.837914113467015,195,No,106.34119049546374,416.6450618471413,High_spent_Medium_value_payments,841.639747657395
40,16997.715,1201.47625,2,2,7,2,3,12,0.73,6.0,Good,1204.59,37.19705472452413,224,No,26.564625445445124,62.687370880832574,Low_spent_Small_value_payments,320.8956286737223
40,16997.715,1201.47625,2,2,7,2,3,11,0.73,6.0,Good,1204.59,26.73169825280768,226,No,26.564625445445124,70.19478633626835,Low_spent_Medium_value_payments,303.3882132182865
41,16997.715,1201.47625,2,2,7,2,3,12,0.73,6.0,Good,1204.59,27.37641337375408,227,No,26.564625445445124,68.02769697686044,Low_spent_Small_value_payments,315.5553025776944
31,22434.16,2166.5133333333333,7,7,8,3,29,19,18.67,11.0,Standard,273.11,39.48559338124388,237,Yes,30.06803814681413,102.89392900361344,Low_spent_Small_value_payments,373.6893661829058
23,22934.45,1619.2041666666669,5,6,17,3,6,20,9.45,13.0,Standard,829.3,26.58132366479932,108,Yes,30.924605898189597,75.81624604711081,Low_spent_Small_value_payments,345.1795647213664
23,22934.45,1619.2041666666669,5,6,17,3,6,19,10.45,13.0,Standard,829.3,36.15893547439008,109,Yes,30.924605898189597,88.46562452584931,Low_spent_Large_value_payments,312.53018624262785
35,20107.21,1631.6008333333332,6,6,32,2,15,13,10.4,11.0,Standard,2544.6,33.03153788791755,199,Yes,27.10639489500224,214.8026883769784,Low_spent_Small_value_payments,211.2510000613528
46,56135.76,4974.980000000001,3,6,20,2,5,18,4.4,7.0,Standard,366.46,36.25222947032297,162,No,78.06849718311086,227.04969369480992,Low_spent_Large_value_payments,462.3798091220792
46,56135.76,4974.980000000001,3,6,20,2,5,18,4.4,7.0,Standard,366.46,39.65504292540061,163,No,78.06849718311086,194.2591611350589,Low_spent_Medium_value_payments,505.1703416818302
37,19749.04,1544.753333333333,7,7,17,8,42,25,8.96,8.0,Bad,3655.44,33.79478514493864,60,Yes,128.3315287002651,158.4073722765735,Low_spent_Small_value_payments,157.7364323564947
37,19749.04,1544.753333333333,7,7,17,8,46,23,8.96,8.0,Bad,3655.44,26.04706973600643,61,Yes,128.3315287002651,191.26182032291004,Low_spent_Small_value_payments,124.88198431015824
24,16311.665,1184.3054166666668,5,6,6,4,12,17,8.9,6.0,Standard,598.76,22.00379889178733,199,No,35.26657980732981,99.28900325802265,Low_spent_Small_value_payments,273.87495860131423
33,41905.36,3299.113333333333,10,10,20,3,50,20,19.24,10.0,Standard,1525.87,30.64472090915391,180,Yes,60.20972307738735,133.54103193623163,Low_spent_Large_value_payments,406.1605783197143
44,7388.705,441.72541666666666,3,6,30,7,19,19,9.32,11.0,Standard,1911.25,27.568126258525467,69,Yes,35.272634262120974,0.0,High_spent_Large_value_payments,242.5680007643909
38,66858.27,5770.5225,3,6,20,4,3,12,4.16,9.0,Standard,601.58,26.925001632200583,286,No,175.0151817473682,191.5351435684377,High_spent_Medium_value_payments,460.5019246841944
39,20818.74,1762.8950000000002,8,5,15,3,21,14,17.18,8.0,Standard,1821.25,26.197919820343586,107,Yes,44.88416187910022,55.30319888460674,Low_spent_Large_value_payments,346.10213923629306
33,14629.52,1309.1266666666668,1,4,4,1,9,8,5.69,8.0,Good,493.52,30.98229900703135,223,No,10.159547761396103,63.07243934954822,Low_spent_Medium_value_payments,337.6806795557224
33,14629.52,1309.1266666666668,1,4,4,1,11,5,5.69,8.0,Good,493.52,29.597018342341485,224,No,10.159547761396103,87.43750282468119,Low_spent_Medium_value_payments,313.3156160805894
30,44667.5,3545.291666666666,5,6,18,4,7,8,19.79,10.0,Standard,1148.67,28.00515704762929,194,Yes,148.45254432992184,163.71339440583318,Low_spent_Large_value_payments,312.36322793091165
37,32100.8,2962.066666666666,8,6,33,7,21,17,2.78,14.0,Bad,4312.83,31.81691364363386,10,Yes,119.65147578042637,102.11640413911051,High_spent_Small_value_payments,334.43878674712965
37,32100.8,2962.066666666666,8,6,33,7,21,20,2.78,14.0,Bad,4312.83,36.01876138415157,11,Yes,119.65147578042637,101.2725906925682,Low_spent_Medium_value_payments,355.282600193672
55,32495.66,2594.971666666667,3,7,18,1,10,18,7.3900000000000015,2.0,Standard,1099.57,38.426682981430005,180,Yes,23.96570416283441,146.86318144604058,Low_spent_Large_value_payments,358.66828105779166
55,32495.66,2594.971666666667,3,7,18,1,10,18,10.39,2.0,Standard,1099.57,30.88989735399605,181,Yes,23.96570416283441,60.57540610899127,High_spent_Large_value_payments,414.956056394841
49,73180.20000000001,6146.350000000001,4,5,20,1,33,10,11.98,3.0,Standard,59.55,37.21512161126418,281,No,38.52937703508513,534.4276957164358,Low_spent_Medium_value_payments,321.67792724847925
49,73180.20000000001,6146.350000000001,4,5,20,1,25,8,9.98,4.0,Standard,59.55,32.002384338346275,284,No,38.52937703508513,331.0968776804158,Low_spent_Small_value_payments,535.0087452844992
38,55444.56,4815.38,10,7,17,6,41,20,2.73,14.0,Bad,1310.68,38.009674853835456,161,Yes,171.90826771273657,61.23312683117781,High_spent_Medium_value_payments,498.3966054560856
24,77253.54,6301.794999999999,2,7,12,2,13,5,1.2800000000000002,6.0,Good,565.23,34.847111198361354,212,No,85.98323032673036,178.9590618939083,High_spent_Medium_value_payments,615.2372077793614
45,41541.8,3199.816666666667,3,4,12,4,13,6,11.49,4.0,Good,1052.87,25.623785094891872,166,No,87.351794708439,179.18225042306167,Low_spent_Medium_value_payments,333.44762153516604
45,41541.8,3199.816666666667,3,4,12,4,13,7,11.49,4.0,Good,1052.87,35.03437685059376,169,No,87.351794708439,141.4863446477,Low_spent_Small_value_payments,381.1435273105277
37,28518.76,2290.563333333333,6,10,15,5,30,24,26.97,7.0,Bad,4289.78,29.75358562425376,142,Yes,88.12057456338837,213.3806160675673,Low_spent_Small_value_payments,217.5551427023777
39,87727.04999999999,7056.587499999999,5,3,9,3,23,1,11.86,6.0,Good,263.49,32.03317678587017,256,No,217.7052927510964,329.2604652471925,Low_spent_Medium_value_payments,438.692992001711
44,59039.52,4840.96,5,6,12,3,21,16,0.0599999999999996,0.0,Good,1136.34,39.88211089813488,309,No,130.51349873392357,187.07302222437744,High_spent_Small_value_payments,426.5094790416989
44,59039.52,4840.96,5,6,12,3,17,16,0.0599999999999996,1.0,Good,1136.34,40.713755723244006,310,No,130.51349873392357,67.92179754889247,High_spent_Large_value_payments,525.6607037171839
28,57107.12,4462.926666666667,8,5,30,3,19,15,9.71,12.0,Standard,1870.02,32.663635353887614,165,Yes,136.04028927135494,184.68021878750852,High_spent_Medium_value_payments,375.5721586078032
28,57107.12,4462.926666666667,8,5,30,3,19,11,11.71,12.0,Standard,1870.02,25.81201116444536,166,Yes,136.04028927135494,385.4316710240475,Low_spent_Small_value_payments,214.8207063712643
29,8905.45,487.1208333333333,9,10,23,6,27,11,9.15,12.0,Standard,1794.51,32.455514571914115,152,Yes,34.941821203543604,33.38860318594655,Low_spent_Medium_value_payments,260.3816589438432
26,30196.64,2590.3866666666668,7,5,23,3,15,19,2.36,9.0,Bad,2161.86,28.769564460210404,72,Yes,61.80919228398942,262.9624307159356,Low_spent_Small_value_payments,224.26704366674167
56,77019.08,6138.256666666667,3,6,10,3,3,3,4.42,4.0,Good,1316.96,24.722891600519468,267,No,168.60958493568816,112.47607593519209,High_spent_Medium_value_payments,582.7400057957865
41,43903.54,3377.6283333333336,3,5,17,1,17,14,10.03,9.0,Standard,370.91,27.9745989727036,317,Yes,20.860160319700192,57.824458636658,High_spent_Medium_value_payments,509.0782143769752
41,43903.54,3377.6283333333336,3,5,17,1,19,13,10.03,9.0,Standard,370.91,32.491988077604944,318,Yes,20.860160319700192,253.92317023676068,Low_spent_Large_value_payments,332.9795027768725
41,67712.26,5480.6883333333335,5,2,11,1,11,12,7.35,6.0,Good,625.53,38.405365191896685,167,No,30.705226046636497,67.42962334117293,High_spent_Large_value_payments,689.9339839455237
37,35701.42,2752.1183333333333,7,4,11,1,9,9,7.69,1.0,Standard,1462.79,30.38428708263113,254,Yes,18.43133665502912,317.6697018726174,Low_spent_Small_value_payments,229.1107948056868
45,66429.24,5413.77,4,3,12,3,14,15,8.86,2.0,Good,1169.57,33.56495716451706,329,No,160.1765255401931,437.5483045625393,Low_spent_Large_value_payments,213.6521698972677
21,9470.255,1077.1879166666668,10,8,23,7,34,19,17.71,14.0,Bad,3109.05,31.229239970428395,52,Yes,47.43163823425209,113.6052898589283,Low_spent_Small_value_payments,236.68186357348628
21,9470.255,1077.1879166666668,10,8,23,7,34,21,17.71,14.0,Bad,3109.05,23.8172722892742,54,Yes,47.43163823425209,88.96029156325615,Low_spent_Small_value_payments,261.32686186915845
40,19240.3,1869.358333333333,6,3,9,3,15,11,14.88,13.0,Standard,738.33,25.621475036598053,200,Yes,42.96236226571428,122.97699088769066,Low_spent_Large_value_payments,290.9964801799284
40,19240.3,1869.358333333333,6,3,9,3,15,9,14.88,13.0,Standard,738.33,23.28966246392527,202,Yes,42.96236226571428,96.34101249141838,Low_spent_Small_value_payments,337.6324585762007
44,34872.34,2751.028333333333,5,4,6,2,25,15,4.7,3.0,Standard,1375.96,31.45502207740495,310,No,32.56399819657301,325.0478503159637,Low_spent_Small_value_payments,207.49098482079663
45,34872.34,2751.028333333333,5,4,6,2,25,13,4.7,3.0,Standard,1375.96,27.736143869836155,312,No,32.56399819657301,66.12846321898485,High_spent_Large_value_payments,416.4103719177755
47,88088.06999999998,7248.6725,6,6,19,1,7,8,8.27,4.0,Standard,195.23,32.783156840024546,236,Yes,51.15846736912714,272.61768301623977,Low_spent_Small_value_payments,691.0910996146332
54,32910.92,2895.5766666666664,1,4,1,1,12,6,4.55,6.0,Good,1028.67,27.85225484641075,255,No,25.590899970790066,51.9691972873494,High_spent_Small_value_payments,471.9975694085272
24,39704.19,3295.682500000001,5,4,3,4,3,12,10.28,3.0,Good,1421.92,31.955351689885816,204,No,124.26243096101908,62.86145388785938,High_spent_Large_value_payments,382.4443651511216
15,30668.9,2530.741666666667,4,7,16,4,13,21,15.89,9.0,Standard,2300.97,36.78036753540509,88,Yes,60.225436836180144,315.9991452323362,Low_spent_Small_value_payments,166.8495845981504
19,16500.96,1528.08,3,6,12,1,6,8,8.81,2.0,Good,185.16,39.03615193950129,255,No,6.957605183546081,47.57205706240249,Low_spent_Large_value_payments,368.27833775405134
19,16500.96,1528.08,3,6,12,1,6,8,8.81,6.0,Good,185.16,30.982025796851783,256,No,6.957605183546081,52.66412556657144,Low_spent_Small_value_payments,383.1862692498825
56,39327.92,3233.3266666666664,1,6,11,1,16,6,1.51,6.0,Good,127.29,25.887541565353835,317,No,19.80976190893261,43.94123353261688,High_spent_Large_value_payments,499.5816712251172
56,39327.92,3233.3266666666664,1,6,11,1,16,4,1.51,6.0,Good,127.29,34.05891840098027,319,No,19.80976190893261,27.66344049186831,High_spent_Large_value_payments,515.8594642658658
41,14304.01,1394.000833333333,4,4,1,2,8,7,11.95,2.0,Good,736.76,31.106100196949143,338,No,14.972561670923614,49.84616193217551,Low_spent_Large_value_payments,344.5813597302342
39,14544.03,1314.0025,6,6,15,3,27,9,8.58,5.0,Standard,2447.38,31.960406990483065,163,Yes,27.40979088272661,174.63852991787402,Low_spent_Small_value_payments,219.35192919939936
39,14544.03,1314.0025,6,6,15,3,27,9,11.58,5.0,Standard,2447.38,23.346303885582238,164,Yes,27.40979088272661,152.19930340287698,Low_spent_Small_value_payments,241.7911557143964
53,36564.35,3294.0291666666667,4,5,16,1,22,15,2.19,4.0,Standard,108.46,38.09801995003532,201,No,15.45972301130424,51.616771993714046,High_spent_Medium_value_payments,512.3264216616484
37,9477.76,911.8133333333334,6,9,32,8,22,15,22.71,13.0,Bad,3325.3,37.08335429121679,66,Yes,37.29515920549584,49.78080271421203,Low_spent_Small_value_payments,294.1053714136255
37,9477.76,911.8133333333334,6,9,32,8,26,15,26.71,13.0,Bad,3325.3,23.603285156283956,68,Yes,37.29515920549584,86.61241300469854,Low_spent_Medium_value_payments,247.27376112313897
20,70674.6,5665.55,7,6,28,6,8,17,12.67,7.0,Standard,2102.97,32.88192546756707,187,Yes,204.2296587214828,106.72427852425086,High_spent_Medium_value_payments,505.6010627542664
20,70674.6,5665.55,7,6,28,6,8,19,12.67,7.0,Standard,2102.97,36.69625625835876,189,Yes,204.2296587214828,468.84658101422747,Low_spent_Medium_value_payments,173.4787602642898
45,27318.32,2158.526666666666,6,4,7,3,11,11,12.45,11.0,Standard,1370.22,40.88641680046669,143,Yes,60.32390941537293,32.434368152311514,High_spent_Medium_value_payments,373.09438909898216
45,27318.32,2158.526666666666,6,4,7,3,10,11,5.449999999999998,11.0,Standard,1370.22,25.43586858301549,144,Yes,60.32390941537293,156.07389705179412,Low_spent_Medium_value_payments,279.45486019949965
