Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,Default_Flag,Borrower_Tier,Repayment_Stress,Credit_Exposure
36165.18,2918.765,10,7,21,5,36,17,11.5,13,Bad,2359.64,32.71679363655525,77,Yes,100.93943985815832,High_spent_Small_value_payments,390.5186758401142,0.0652,0.034571,1.0,0.641667,0.13375,1.0,1.0,1.0,1,0,0.944717,1,Near_Prime,0.034571,229.0175554558868
15291.67,1109.305833333333,4,5,20,1,17,15,14.26,2,Standard,121.04,24.76930360769702,250,Yes,7.334973367345464,Low_spent_Small_value_payments,323.54028455704133,0.0079,0.006606,1.0,1.0,0.291397,1.0,1.0,0.333333,1,1,0.930235,0,Subprime,0.006606,123.8465180384851
29135.38,2138.9483333333333,10,7,21,9,13,24,8.04,11,Bad,1833.81,35.089851774890825,98,Yes,201.0022811215709,Low_spent_Small_value_payments,58.39874063013618,0.0629,0.093929,1.0,0.816667,0.02729,1.0,1.0,1.0,1,0,0.791722,1,Near_Prime,0.093929,245.62896242423577
35806.51,3079.875833333333,4,5,5,3,22,14,12.28,10,Standard,545.13,29.628869911290327,249,Yes,55.666790323370726,High_spent_Small_value_payments,425.7081454474288,0.0152,0.018068,1.0,1.0,0.138178,1.0,1.0,1.0,1,1,0.953804,0,Near_Prime,0.018068,148.14434955645163
41364.36,3662.03,1,7,10,3,6,4,4.41,4,Good,127.28,26.797455477513648,229,No,61.35231510786056,High_spent_Large_value_payments,512.3769044746439,0.0031,0.016749,1.0,1.0,0.139878,1.0,1.0,0.5,0,2,0.974379,0,Prime,0.016749,187.58218834259557
59885.28,5057.44,8,3,21,4,29,14,9.57,7,Standard,2100.23,27.36756211563184,184,Yes,118.42020655109768,High_spent_Small_value_payments,510.1465956044512,0.0351,0.02341,1.0,1.0,0.100851,1.0,1.0,1.0,1,1,0.949461,0,Near_Prime,0.02341,82.10268634689552
59885.28,5057.44,8,3,21,4,25,13,9.57,9,Standard,2100.23,33.50795020067197,185,Yes,118.42020655109768,High_spent_Medium_value_payments,536.0790037835293,0.0351,0.02341,1.0,1.0,0.105977,1.0,1.0,1.0,1,1,0.956566,0,Near_Prime,0.02341,100.52385060201593
59885.28,5057.44,8,3,21,4,25,13,9.57,9,Standard,2100.23,30.478081559382648,187,Yes,118.42020655109768,High_spent_Medium_value_payments,542.6446041537737,0.0351,0.02341,1.0,1.0,0.107275,1.0,1.0,1.0,1,1,0.957864,0,Near_Prime,0.02341,91.43424467814796
28102.06,2115.8383333333336,9,9,30,6,28,21,21.14,15,Bad,3240.55,35.303194670331344,46,Yes,114.26454587652977,Low_spent_Small_value_payments,254.1102997756421,0.1153,0.053979,1.0,0.383333,0.120042,1.0,1.0,1.0,1,0,0.883038,1,Near_Prime,0.053979,317.7287520329821
82616.56,7053.713333333332,6,7,5,4,27,17,4.39,1,Standard,1204.38,34.289597236812895,270,No,146.59056325938127,High_spent_Medium_value_payments,516.4048597478338,0.0146,0.020779,1.0,1.0,0.0732,1.0,1.0,0.125,0,1,0.937768,1,Near_Prime,0.020779,240.02718065769028
82616.56,7053.713333333332,6,7,5,4,29,13,4.39,1,Standard,1204.38,25.626638125320053,271,No,146.59056325938127,High_spent_Large_value_payments,633.9951415939142,0.0146,0.020779,1.0,1.0,0.089868,1.0,1.0,0.125,0,1,0.955856,0,Prime,0.020779,179.38646687724037
78637.18,6435.098333333332,3,4,1,2,4,2,8.08,6,Good,953.94,31.92159146735672,196,No,123.76135925548334,Low_spent_Small_value_payments,201.6048202785045,0.0121,0.019229,0.666667,1.0,0.031324,1.0,1.0,1.0,0,2,0.886264,1,Prime,0.0128193397429999,127.68636586942688
78637.18,6435.098333333332,3,4,1,2,2,2,8.08,6,Good,953.94,36.72346742784418,197,No,123.76135925548334,High_spent_Medium_value_payments,588.0860464680277,0.0121,0.019229,0.666667,1.0,0.091373,1.0,1.0,1.0,0,2,0.952538,0,Prime,0.0128193397429999,146.8938697113767
68629.6,5540.133333333334,6,5,14,1,23,10,7.5,4,Standard,1323.17,24.667773694661232,210,Yes,38.679037924165016,Low_spent_Medium_value_payments,418.3079889297448,0.0193,0.00698,1.0,1.0,0.075491,1.0,1.0,0.666667,1,1,0.924965,0,Subprime,0.00698,123.33886847330616
14675.03,963.9191666666668,8,5,18,3,13,18,7.25,2,Standard,170.53,40.12250943169525,335,Yes,30.808786478185787,Low_spent_Large_value_payments,266.3686096066592,0.0116,0.031929,1.0,1.0,0.276053,1.0,1.0,0.333333,1,1,0.896233,0,Near_Prime,0.031929,200.61254715847625
26309.54,2247.4616666666666,8,4,19,1,25,13,1.32,7,Standard,1178.24,25.7186326519066,289,No,14.978240909356709,Low_spent_Small_value_payments,310.3530931919884,0.0448,0.006662,1.0,1.0,0.138029,1.0,1.0,1.0,0,1,0.909056,1,Subprime,0.006662,102.8745306076264
99980.36,8032.696666666668,7,4,6,1,19,10,4.75,5,Standard,637.0,29.23188976294564,179,No,62.13255699387225,Low_spent_Medium_value_payments,521.2100429760711,0.0064,0.007734,1.0,1.0,0.064878,1.0,1.0,1.0,0,1,0.930029,1,Subprime,0.007734,116.92755905178257
49715.1,4084.925,7,3,1,4,18,19,4.28,7,Good,1211.28,29.146882534479943,330,No,122.77035153012542,Low_spent_Small_value_payments,290.9987573103401,0.0244,0.030047,1.0,1.0,0.07122,1.0,1.0,1.0,0,2,0.900244,0,Near_Prime,0.030047,87.44064760343983
49715.1,4084.925,7,3,1,4,15,19,4.28,7,Good,1211.28,24.37599392589404,331,No,122.77035153012542,Low_spent_Small_value_payments,58.908653280655976,0.0244,0.030047,1.0,1.0,0.014417,1.0,1.0,1.0,0,2,0.843428,0,Near_Prime,0.030047,73.12798177768212
15279.715,879.6736053040281,3,7,15,4,28,10,3.01,6,Standard,562.9,23.78596352510603,204,Yes,187.39645473825715,Low_spent_Small_value_payments,272.1424532692833,0.0368,0.212788,1.0,1.0,0.309016,1.0,1.0,0.75,1,1,0.708841,0,Prime,0.212788,166.5017446757422
24466.5,2325.875,4,7,6,3,23,20,11.41,4,Standard,858.45,27.961851356100578,312,Yes,41.12909336208091,Low_spent_Medium_value_payments,309.090445740169,0.0351,0.017676,1.0,1.0,0.132835,1.0,1.0,0.5,1,1,0.912507,0,Subprime,0.017676,195.73295949270403
24466.5,2325.875,4,7,6,3,22,20,11.41,4,Standard,858.45,26.539772025159287,313,Yes,41.12909336208091,High_spent_Large_value_payments,389.14220292464574,0.0351,0.017676,1.0,1.0,0.167238,1.0,1.0,0.5,1,1,0.964123,0,Subprime,0.017676,185.778404176115
33991.62,2973.635,3,6,6,4,2,1,9.48,0,Good,1326.98,24.55744254577504,279,No,57.74861486719912,Low_spent_Small_value_payments,287.58237815395006,0.039,0.019414,0.2,1.0,0.096678,1.0,1.0,0.0,0,2,0.899187,1,Prime,0.0038828,147.34465527465022
68845.36,5478.113333333334,5,6,11,2,27,9,9.55,3,Good,456.33,25.92208270636147,211,No,99.90013813083004,High_spent_Small_value_payments,471.268501722884,0.0066,0.018233,1.0,1.0,0.086012,1.0,1.0,0.428571,0,2,0.938566,0,Near_Prime,0.018233,155.53249623816882
30305.19,2292.4325,8,4,16,6,24,13,12.17,7,Standard,258.04,34.648504761896355,141,Yes,119.33564355425489,High_spent_Small_value_payments,224.99237466909028,0.0085,0.052034,1.0,1.0,0.098103,1.0,1.0,1.0,1,1,0.884729,0,Prime,0.052034,138.59401904758542
10424.525,667.7104166666667,8,3,18,4,24,9,18.02,7,Standard,164.79,31.80436587778733,303,Yes,26.82878832395963,Low_spent_Small_value_payments,298.26994912046746,0.0158,0.04012,1.0,1.0,0.446038,1.0,1.0,1.0,1,1,0.912386,0,Prime,0.04012,95.413097633362
10424.525,667.7104166666667,8,3,18,4,23,13,16.02,12,Standard,164.79,23.8147611381098,304,Yes,26.82878832395963,High_spent_Large_value_payments,271.2590484221808,0.0158,0.04012,1.0,1.0,0.405645,1.0,1.0,1.0,1,1,0.95982,0,Near_Prime,0.04012,71.4442834143294
15333.36,999.78,10,6,28,5,18,20,13.99,13,Bad,2310.1,24.701248209091148,189,Yes,38.407242495970905,High_spent_Small_value_payments,299.7446872637303,0.1506,0.038377,1.0,1.0,0.299511,1.0,1.0,1.0,1,0,0.939753,1,Near_Prime,0.038377,148.20748925454689
20340.29,1771.0241666666668,5,7,33,3,24,14,14.83,14,Standard,1325.41,26.69731416427356,200,Yes,45.26075606751047,High_spent_Large_value_payments,359.5522839060278,0.0652,0.025542,1.0,1.0,0.202905,1.0,1.0,1.0,1,1,0.967505,0,Near_Prime,0.025542,186.8811991499149
20340.29,1771.0241666666668,5,7,33,3,25,14,10.83,14,Standard,1325.41,33.66032790830734,202,Yes,45.26075606751047,Low_spent_Small_value_payments,217.1594421114269,0.0652,0.025542,1.0,1.0,0.122549,1.0,1.0,1.0,1,1,0.858871,0,Near_Prime,0.025542,235.62229535815132
20987.56,1766.9633333333334,10,7,34,7,42,23,5.07,13,Bad,2553.42,25.36723191852204,171,Yes,104.60209467144438,Low_spent_Large_value_payments,249.94113447605443,0.1217,0.059165,1.0,1.0,0.141372,1.0,1.0,1.0,1,0,0.888648,1,Near_Prime,0.059165,177.5706234296543
35022.22,2859.518333333333,3,5,4,1,6,11,1.36,5,Good,1000.44,24.454271831196422,287,No,21.21457645232058,Low_spent_Large_value_payments,318.3220414555275,0.0286,0.007416,1.0,1.0,0.111281,1.0,1.0,0.833333,0,2,0.916899,0,Subprime,0.007416,122.27135915598213
70144.54,5665.378333333332,4,4,14,3,28,12,8.95,5,Standard,819.99,36.55372266746061,161,Yes,156.99238767801847,High_spent_Small_value_payments,364.5396288520579,0.0117,0.027706,1.0,1.0,0.064334,1.0,1.0,1.0,1,1,0.918452,0,Near_Prime,0.027706,146.21489066984245
19627.14,1871.595,4,7,11,7,19,16,7.83,8,Standard,402.54,31.13653924438157,135,Yes,87.23339877172917,High_spent_Small_value_payments,295.52846771121324,0.0205,0.046584,1.0,1.0,0.157818,1.0,1.0,1.0,1,1,0.918983,0,Prime,0.046584,217.955774710671
19627.14,1871.595,4,7,11,7,19,15,11.83,8,Standard,402.54,36.97557168286712,136,Yes,87.23339877172917,High_spent_Medium_value_payments,277.53826470396274,0.0205,0.046584,1.0,1.0,0.148211,1.0,1.0,1.0,1,1,0.914714,0,Prime,0.046584,258.82900178006986
19627.14,1871.595,4,7,11,7,21,18,14.83,8,Standard,402.54,26.23185432747288,137,Yes,87.23339877172917,High_spent_Medium_value_payments,276.4180362757114,0.0205,0.046584,1.0,1.0,0.147612,1.0,1.0,1.0,1,1,0.914115,0,Prime,0.046584,183.62298029231016
28947.84,2337.32,0,5,4,1,14,2,0.8599999999999999,0,Good,928.92,37.576711543831294,215,No,23.7015048730301,Low_spent_Small_value_payments,258.52508905539884,0.0321,0.010136,1.0,1.0,0.11056,1.0,1.0,0.0,0,2,0.886534,0,Prime,0.010136,187.88355771915647
28947.84,2337.32,0,5,4,1,13,0,3.14,2,Good,928.92,27.298035548031805,216,No,23.7015048730301,Low_spent_Large_value_payments,312.3797323144762,0.0321,0.010136,0.0,1.0,0.133592,1.0,1.0,0.333333,0,2,0.918132,0,Prime,0.0,136.49017774015903
28947.84,2337.32,0,5,4,1,12,0,3.14,2,Good,928.92,24.44700797958889,217,No,23.7015048730301,Low_spent_Large_value_payments,304.2016290443605,0.0321,0.010136,0.0,1.0,0.130094,1.0,1.0,0.333333,0,2,0.914633,0,Prime,0.0,122.23503989794445
28947.84,2337.32,0,5,4,1,13,3,3.14,2,Good,928.92,39.67450027892401,218,No,23.7015048730301,Low_spent_Small_value_payments,355.96830946715875,0.0321,0.010136,1.0,1.0,0.152233,1.0,1.0,0.333333,0,2,0.928224,0,Prime,0.010136,198.37250139462003
30410.33,2550.1941666666667,8,3,5,2,28,20,11.5,11,Standard,808.55,26.658493264876,122,Yes,46.08981911929367,High_spent_Medium_value_payments,361.6626320472622,0.0266,0.018066,1.0,1.0,0.141762,1.0,1.0,1.0,1,1,0.943786,1,Subprime,0.018066,79.975479794628
108115.05,9022.5875,6,5,18,3,22,14,1.27,1,Standard,1149.16,32.515445218349335,261,Yes,206.57627060498385,High_spent_Large_value_payments,713.384675041008,0.0106,0.022893,1.0,1.0,0.079058,1.0,1.0,0.166667,1,1,0.952467,0,Near_Prime,0.022893,162.57722609174667
55596.12,4463.01,10,6,15,5,33,24,2.45,15,Bad,4331.18,33.258993766940144,51,Yes,202.39291207030445,High_spent_Small_value_payments,239.0056035519324,0.0779,0.045339,1.0,0.425,0.053541,1.0,1.0,1.0,1,0,0.895296,1,Subprime,0.045339,199.55396260164088
16837.43,1682.1191666666666,3,4,13,2,23,20,11.59,7,Standard,1347.95,29.002770994666484,273,No,17.070189703874647,High_spent_Medium_value_payments,368.2493280896393,0.0801,0.010142,1.0,1.0,0.21879,1.0,1.0,1.0,0,1,0.970298,0,Subprime,0.010142,116.01108397866594
23412.9,1981.075,5,6,4,1,22,18,7.86,4,Standard,467.7,36.14431699655893,275,No,12.709242367328365,High_spent_Large_value_payments,375.2416655496439,0.02,0.006412,1.0,1.0,0.189318,1.0,1.0,0.571429,0,1,0.968267,1,Subprime,0.006412,216.8659019793536
25780.78,2188.398333333333,7,6,5,2,19,8,6.32,3,Standard,97.33,28.611241290633764,189,No,40.82459716793424,Low_spent_Small_value_payments,260.8660769738384,0.0038,0.018646,1.0,1.0,0.11915,1.0,1.0,0.428571,0,1,0.886687,0,Prime,0.018646,171.6674477438026
20357.69,1730.0337634498223,6,9,22,5,21,27,0.6100000000000003,14,Bad,3718.95,33.17208236578366,114,Yes,129.22690858908572,Low_spent_Large_value_payments,232.29756801547583,0.1827,0.074653,1.0,0.95,0.134196,1.0,1.0,1.0,1,0,0.832783,0,Subprime,0.074653,298.5487412920529
38323.07,3342.589166666666,5,4,4,1,7,12,10.75,5,Good,1487.87,40.80712410486949,216,No,27.83967537191736,High_spent_Medium_value_payments,416.04565320937365,0.0388,0.008326,1.0,1.0,0.124431,1.0,1.0,1.0,0,2,0.949676,0,Subprime,0.008326,163.22849641947795
114148.24,9579.353333333334,6,4,5,1,7,20,13.15,1,Standard,1432.74,42.2172512889272,335,Yes,94.35790001806032,High_spent_Medium_value_payments,976.7723688013308,0.0126,0.009849,1.0,1.0,0.101956,1.0,1.0,0.2,1,1,0.975869,1,Subprime,0.009849,168.8690051557088
42989.27,3730.439166666666,2,7,4,4,24,10,11.73,4,Good,1353.64,32.69288235141105,228,No,73.55924628931483,Low_spent_Small_value_payments,92.011599210905,0.0315,0.019713,1.0,1.0,0.024658,1.0,1.0,0.5,0,2,0.846926,0,Prime,0.019713,228.85017645987736
98620.98,7962.415000000001,3,3,6,3,12,9,5.67,6,Good,1233.51,37.39033200236165,181,No,228.018083652734,High_spent_Large_value_payments,633.6264645283948,0.0125,0.028633,1.0,1.0,0.079567,1.0,1.0,1.0,0,2,0.949436,0,Prime,0.028633,112.17099600708497
15335.77,1419.980833333333,8,8,31,2,20,18,17.0,12,Bad,1901.4,31.0784409146298,122,Yes,15.09901539266172,Low_spent_Medium_value_payments,348.37553192252085,0.124,0.010626,1.0,1.0,0.245166,1.0,1.0,1.0,1,0,0.948152,1,Subprime,0.010626,248.6275273170384
48725.58,3845.465,10,10,16,6,22,16,7.09,14,Standard,2029.67,33.148199600009434,161,Yes,218.4816508239444,Low_spent_Small_value_payments,29.349876603321945,0.0417,0.056801,1.0,1.0,0.00763,1.0,1.0,1.0,1,1,0.832219,1,Near_Prime,0.056801,331.48199600009434
17243.24,1619.936666666667,8,10,20,7,24,22,23.21,8,Bad,2657.29,33.307084099523905,35,Yes,82.44795825725815,Low_spent_Medium_value_payments,260.66908149040705,0.1541,0.050864,1.0,0.291667,0.160814,1.0,1.0,0.727273,1,0,0.888067,0,Near_Prime,0.050864,333.07084099523905
18967.13,1729.594166666667,6,7,25,9,49,13,16.8,15,Bad,3213.09,25.01713951868041,11,Yes,74.22059718957314,Low_spent_Small_value_payments,185.08056360744075,0.1694,0.042887,1.0,0.091667,0.106946,1.0,1.0,1.0,1,0,0.839339,0,Near_Prime,0.042887,175.11997663076286
18771.34,1373.2783333333334,5,3,12,4,19,13,12.9,8,Standard,89.53,24.65837629784995,190,Yes,57.58785565893402,High_spent_Small_value_payments,259.29904063156533,0.0048,0.041904,1.0,1.0,0.18868,1.0,1.0,1.0,1,1,0.89949,0,Near_Prime,0.041904,73.97512889354985
23960895.0,1373.2783333333334,5,3,12,4,19,13,12.9,8,Standard,89.53,31.067375434545543,192,Yes,57.58785565893402,Low_spent_Small_value_payments,187.2782166821644,0.0,0.041904,1.0,1.0,0.136274,1.0,1.0,1.0,1,1,0.8252,0,Near_Prime,0.041904,93.20212630363665
18771.34,1373.2783333333334,5,3,12,4,19,13,12.9,8,Standard,89.53,38.14070258881885,193,Yes,57.58785565893402,Low_spent_Medium_value_payments,271.9253448220359,0.0048,0.041904,1.0,1.0,0.197868,1.0,1.0,1.0,1,1,0.89412,1,Near_Prime,0.041904,114.42210776645656
109322.7,9248.225,5,3,1,1,9,8,11.9,7,Good,387.99,30.75793110615388,264,No,58.17062111120353,Low_spent_Large_value_payments,866.0029026864661,0.0035,0.006289,1.0,1.0,0.09363,1.0,1.0,1.0,0,2,0.964445,1,Near_Prime,0.006289,92.27379331846164
109322.7,9248.225,5,3,1,1,7,8,5.9,7,Good,387.99,30.874994215255256,267,No,58.17062111120353,Low_spent_Large_value_payments,497.6008865405642,0.0035,0.006289,1.0,1.0,0.053799,1.0,1.0,1.0,0,2,0.92461,0,Near_Prime,0.006289,92.62498264576575
23550.47,1922.539166666667,4,6,15,4,15,18,15.1,8,Standard,937.64,27.403990337811585,220,Yes,63.242914306771496,High_spent_Small_value_payments,263.65185860049286,0.0398,0.032878,1.0,1.0,0.137066,1.0,1.0,1.0,1,1,0.901899,1,Near_Prime,0.032878,164.4239420268695
33718.73,2955.894166666667,7,6,6,1,10,11,8.28,3,Standard,1074.66,36.99677314793448,185,No,21.66210627386815,High_spent_Small_value_payments,363.6600081522242,0.0319,0.007326,1.0,1.0,0.122987,1.0,1.0,0.428571,0,1,0.935069,0,Subprime,0.007326,221.9806388876069
24251.49,1991.9575,8,4,14,1,23,19,10.53,2,Standard,1062.17,28.815818119223643,307,Yes,18.8355504949142,Low_spent_Large_value_payments,335.3759484542532,0.0438,0.009451,1.0,1.0,0.168281,1.0,1.0,0.4,1,1,0.93282,0,Subprime,0.009451,115.26327247689456
24251.49,1991.9575,8,4,14,1,23,19,10.53,2,Standard,1062.17,30.723995714131703,308,Yes,18.8355504949142,Low_spent_Small_value_payments,237.0879328630912,0.0438,0.009451,1.0,1.0,0.118963,1.0,1.0,0.4,1,1,0.873437,0,Subprime,0.009451,122.8959828565268
24251.49,1991.9575,8,4,14,1,23,19,10.53,2,Standard,1062.17,36.75193067742338,309,Yes,18.8355504949142,High_spent_Small_value_payments,401.5624741234142,0.0438,0.009451,1.0,1.0,0.201491,1.0,1.0,0.4,1,1,0.971067,1,Subprime,0.009451,147.00772270969352
70160.18,6100.681666666666,7,6,11,2,23,13,16.11,10,Standard,1154.39,33.98186139232348,336,Yes,82.49420720242925,High_spent_Small_value_payments,632.0536413985151,0.0165,0.01352,1.0,1.0,0.103587,1.0,1.0,1.0,1,1,0.960986,0,Subprime,0.01352,203.89116835394088
16105.7,1217.1416666666669,6,3,14,3,11,19,19.95,9,Standard,640.77,35.028064941445194,127,Yes,24.628300699021352,Low_spent_Small_value_payments,254.32668037566413,0.0398,0.020218,1.0,1.0,0.208783,1.0,1.0,1.0,1,1,0.870691,0,Subprime,0.020218,105.08419482433558
33604.58,2987.3816666666667,3,6,12,3,4,9,3.6,0,Good,509.37,36.15705620690414,230,No,79.04757845545905,Low_spent_Small_value_payments,121.16476028740485,0.0152,0.026452,1.0,1.0,0.040545,1.0,1.0,0.0,0,2,0.843484,0,Prime,0.026452,216.9423372414248
44890.9,3715.908333333333,3,7,6,4,13,11,5.45,0,Good,1347.65,24.18483978769337,198,No,83.72378732184616,High_spent_Medium_value_payments,387.83840733468986,0.03,0.022525,1.0,1.0,0.104344,1.0,1.0,0.0,0,2,0.937094,0,Prime,0.022525,169.2938785138536
44890.9,3715.908333333333,3,7,6,4,11,10,5.45,5,Good,1347.65,25.531609968824306,199,No,83.72378732184616,High_spent_Medium_value_payments,459.4339967057722,0.03,0.022525,1.0,1.0,0.123606,1.0,1.0,0.625,0,2,0.956361,0,Prime,0.022525,178.72126978177013
35348.12,2890.6766666666667,1,5,12,2,6,0,9.15,8,Good,1316.73,37.14414927386178,191,No,32.747966571437914,High_spent_Medium_value_payments,436.4331553402173,0.0372,0.011325,0.0,1.0,0.150927,1.0,1.0,1.0,0,2,0.964495,0,Prime,0.0,185.7207463693089
46010.4,3815.2,3,6,32,7,10,11,17.91,13,Standard,1274.59,32.18665185359372,118,Yes,182.11094591637803,High_spent_Large_value_payments,343.2189345939995,0.0277,0.04772,1.0,0.983333,0.089937,1.0,1.0,1.0,1,1,0.927055,0,Prime,0.04772,193.11991112156232
84389.44,7097.453333333334,7,7,6,3,20,17,6.84,5,Standard,1368.62,36.219156349796975,326,No,162.64634775152552,Low_spent_Large_value_payments,309.63170186550167,0.0162,0.022913,1.0,1.0,0.04362,1.0,1.0,0.625,0,1,0.905584,1,Near_Prime,0.022913,253.53409444857883
51312.9,4425.075,10,8,29,4,40,15,10.0,10,Bad,1498.55,38.17936608672494,92,Yes,146.70764518321755,High_spent_Small_value_payments,282.78635752918075,0.0292,0.033146,1.0,0.766667,0.063891,1.0,1.0,1.0,1,0,0.905149,0,Near_Prime,0.033146,305.4349286937995
51312.9,4425.075,10,8,29,4,39,15,17.0,10,Bad,1498.55,31.5954038500462,93,Yes,146.70764518321755,Low_spent_Small_value_payments,356.77751985623087,0.0292,0.033146,1.0,0.775,0.080608,1.0,1.0,1.0,1,0,0.915091,0,Near_Prime,0.033146,252.7632308003696
21205.72,1556.1433333333334,3,5,10,2,6,16,2.55,2,Good,327.83,37.854790584865015,281,No,20.00788610189992,Low_spent_Small_value_payments,264.85811641970747,0.0155,0.012849,1.0,1.0,0.170092,1.0,1.0,0.333333,0,2,0.883843,0,Subprime,0.012849,189.27395292432507
10233.555,1046.79625,7,4,3,1,13,17,11.2,9,Good,757.92,37.331993009132326,271,No,7.648423558909102,Low_spent_Small_value_payments,324.4054489689392,0.0741,0.0073,1.0,1.0,0.309607,1.0,1.0,1.0,0,2,0.932867,0,Subprime,0.0073,149.3279720365293
15906.4,1350.5333333333333,9,10,21,8,25,21,27.86,8,Bad,3167.74,24.07229823423589,112,Yes,91.8933758063416,Low_spent_Medium_value_payments,253.30126481681148,0.1991,0.067992,1.0,0.933333,0.187418,1.0,1.0,0.727273,1,0,0.880231,0,Near_Prime,0.067992,240.7229823423589
17592.34,1461.0283333333334,7,3,17,5,25,14,9.13,8,Standard,2138.95,27.56699833493652,118,Yes,59.32681410590276,Low_spent_Small_value_payments,326.5409427756767,0.1216,0.040578,1.0,0.983333,0.223348,1.0,1.0,1.0,1,1,0.92501,0,Prime,0.040578,82.70099500480956
119514.03,10031.5025,2,3,2,3,0,12,3.17,5,Good,499.12,28.105669483867985,227,No,165.72377189507796,High_spent_Large_value_payments,843.8958013840546,0.0042,0.016519,1.0,1.0,0.084116,1.0,1.0,1.0,0,2,0.9602,0,Near_Prime,0.016519,84.31700845160395
30559.3,2567.608333333333,4,3,9,1,26,3,9.54,6,Good,219.2,25.43998677027163,179,No,13.365203281019776,Low_spent_Medium_value_payments,426.89819414726645,0.0072,0.005203,1.0,1.0,0.166198,1.0,1.0,1.0,0,2,0.957212,1,Prime,0.005203,76.31996031081489
30559.3,2567.608333333333,4,3,9,1,29,3,14.54,6,Good,219.2,32.923219763080695,180,No,13.365203281019776,High_spent_Medium_value_payments,412.6834436618936,0.0072,0.005203,1.0,1.0,0.160664,1.0,1.0,1.0,0,2,0.96336,1,Prime,0.005203,98.76965928924209
17244.23,1343.0191666666667,8,5,33,5,50,17,9.75,11,Bad,1974.97,28.860497328836843,102,Yes,36.33910634141829,Low_spent_Small_value_payments,338.31228464650667,0.1145,0.027038,1.0,0.85,0.251717,1.0,1.0,1.0,1,0,0.935973,0,Near_Prime,0.027038,144.30248664418423
14867.69,1005.9741666666664,9,9,18,6,39,15,18.5,13,Standard,2344.06,32.81080653094557,175,Yes,55.45960424165637,Low_spent_Small_value_payments,212.73947692632527,0.1577,0.055075,1.0,1.0,0.211266,1.0,1.0,1.0,1,1,0.823198,0,Near_Prime,0.055075,295.2972587785101
32090.48,2712.2066666666665,7,5,25,7,26,11,20.39,6,Standard,1266.79,24.628531326015505,96,Yes,169.32787014776252,Low_spent_Small_value_payments,94.0629341876926,0.0395,0.062409,1.0,0.8,0.034669,1.0,1.0,1.0,1,1,0.827757,0,Prime,0.062409,123.14265663007752
32090.48,2712.2066666666665,7,5,25,7,29,8,14.39,7,Standard,1266.79,22.509567774205426,97,Yes,169.32787014776252,Low_spent_Small_value_payments,158.4463591982327,0.0395,0.062409,1.0,0.808333,0.058398,1.0,1.0,1.0,1,1,0.851496,0,Prime,0.062409,112.54783887102712
32090.48,2712.2066666666665,7,5,25,7,29,11,14.39,7,Standard,1266.79,38.01737397750211,99,Yes,169.32787014776252,Low_spent_Large_value_payments,198.28939779227107,0.0395,0.062409,1.0,0.825,0.073083,1.0,1.0,1.0,1,1,0.87356,0,Prime,0.062409,190.08686988751052
8664.405,872.03375,6,7,13,4,30,19,15.0,11,Standard,317.71,32.54962481971007,130,Yes,28.71450950830804,Low_spent_Medium_value_payments,299.36448258649995,0.0367,0.03289,1.0,1.0,0.342901,1.0,1.0,1.0,1,1,0.922206,0,Near_Prime,0.03289,227.84737373797049
8664.405,872.03375,6,7,13,4,30,19,15.0,11,Standard,317.71,38.46571508710288,131,Yes,28.71450950830804,High_spent_Medium_value_payments,273.9051924806552,0.0367,0.03289,1.0,1.0,0.31374,1.0,1.0,1.0,1,1,0.927413,1,Near_Prime,0.03289,269.26000560972017
64980.72,5473.06,4,7,6,2,7,1,5.78,3,Good,375.38,26.3337457408782,324,No,88.4482273376222,High_spent_Medium_value_payments,621.3242577887715,0.0058,0.016158,0.333333,1.0,0.113503,1.0,1.0,0.375,0,2,0.967846,0,Prime,0.0053859946139999,184.3362201861474
12941.135,1201.4279166666668,5,4,20,7,16,10,7.19,7,Standard,219.36,28.39872919975245,123,Yes,74.95092219726749,High_spent_Small_value_payments,279.86390274317347,0.0169,0.062333,1.0,1.0,0.232749,1.0,1.0,1.0,1,1,0.916534,1,Prime,0.062333,113.5949167990098
14283.665,944.3054166666668,6,4,9,4,24,8,1.5999999999999996,3,Standard,1225.88,31.389723544830595,231,No,33.68791294124324,Low_spent_Small_value_payments,275.6453420175743,0.0858,0.035637,1.0,1.0,0.291594,1.0,1.0,0.6,0,1,0.884799,0,Prime,0.035637,125.55889417932238
14283.665,944.3054166666668,6,4,9,4,24,8,7.6,3,Standard,1225.88,39.93252806031627,232,No,33.68791294124324,Low_spent_Small_value_payments,228.2710469509284,0.0858,0.035637,1.0,1.0,0.241479,1.0,1.0,0.6,0,1,0.83463,0,Prime,0.035637,159.7301122412651
